lead_time,total_stay,adr,total_guests,total_of_special_requests,hotel,arrival_date_month,market_segment,distribution_channel,customer_type,deposit_type,is_repeated_guest,actual_is_canceled,pred_cancel_prob
0,1,118.09,1.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.3619326728007309
84,2,189.9,4.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.4424962255634981
199,2,95.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.3947984999836961
348,4,140.16,3.0,2,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.46541274678326733
3,2,44.0,1.0,0,Resort Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.16238979236013698
115,4,88.2,2.0,0,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.4914433113092664
36,4,171.9,3.0,3,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.12143013551649678
75,4,80.0,2.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9820873576254023
25,3,88.0,2.0,2,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.16243468234390007
36,3,120.0,2.0,1,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.2357274375409867
39,2,64.64,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.30842265395699947
1,2,6.0,1.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.13649338974671962
339,7,78.81,2.0,0,Resort Hotel,October,Groups,Direct,Transient-Party,Refundable,0,0,0.4154519269349324
129,4,160.0,3.0,0,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.5803878568640194
60,4,142.0,3.0,1,Resort Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.22199248637936597
59,1,80.0,1.0,0,City Hotel,January,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.10526473385721206
4,1,128.0,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.23508006174307813
101,3,70.0,1.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9840634142936916
150,5,120.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9885993293043543
15,5,97.92,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.4636553452822484
47,3,139.5,2.0,2,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.19483517487238494
238,14,63.95,1.0,1,Resort Hotel,June,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.1658444288726242
204,4,72.75,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.2306006190669491
0,1,153.0,2.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.14378319571425321
34,2,115.2,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.2511764091949499
40,4,289.8,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.3768961597943402
75,1,135.0,3.0,0,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.5486528866125402
36,2,75.0,1.0,1,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.21668504122082424
311,2,112.5,3.0,1,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.6629748621240684
290,4,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.4937596991981987
27,6,122.0,1.0,0,City Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.2035447460596713
185,2,54.5,1.0,0,Resort Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2807218138554046
84,7,121.43,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.3918984626321383
24,4,187.6,4.0,3,Resort Hotel,June,Corporate,Corporate,Transient,No Deposit,1,0,0.03186600525148706
279,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Contract,No Deposit,0,1,0.4925958039893355
117,4,190.23,2.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,1,0.26706195434222796
170,6,96.9,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.616016572344353
454,2,62.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9986635569312606
99,3,105.0,1.0,0,City Hotel,May,Direct,Direct,Transient,No Deposit,0,1,0.22018008529656322
36,1,81.9,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.3982674851961111
6,1,230.0,3.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.34795691676105206
31,2,305.0,2.0,1,Resort Hotel,December,Groups,Direct,Transient-Party,No Deposit,0,0,0.09818793101969589
32,2,75.0,1.0,0,City Hotel,February,Groups,TA/TO,Transient,Non Refund,0,1,0.9915860403078166
60,2,122.4,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.32622503179474027
78,3,79.2,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.5501146658210764
2,2,35.0,1.0,2,Resort Hotel,January,Corporate,TA/TO,Transient,No Deposit,1,0,0.042514819982927304
258,2,62.8,2.0,0,City Hotel,July,Groups,TA/TO,Transient-Party,No Deposit,1,1,0.39913690244683947
0,1,0.0,1.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.11710826119057935
10,4,63.2,2.0,1,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.2586757305934242
0,2,65.0,1.0,0,City Hotel,September,Corporate,Corporate,Group,No Deposit,0,0,0.06088946663539745
20,4,91.8,1.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.3035991189609199
280,3,110.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9932497005292495
343,10,171.34,2.0,2,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.5114950959476385
344,1,59.0,1.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.9970840359128441
88,2,120.0,1.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9926094907166739
66,3,75.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.13275299166476498
291,2,115.0,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9942975759492936
160,1,80.1,2.0,1,City Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.14346093203779126
47,1,198.9,4.0,2,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.22364899719021922
230,5,77.35,2.0,1,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.17631650360047538
3,1,125.0,2.0,0,Resort Hotel,April,Direct,Direct,Transient-Party,No Deposit,0,0,0.08788490486613422
189,3,65.0,2.0,1,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.20627815546859551
70,3,126.0,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5321527931297753
14,5,73.44,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.44620091887661517
91,7,164.57,1.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5811533258288566
290,4,73.95,2.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.770772893137769
5,1,193.0,3.0,0,City Hotel,February,Direct,Direct,Transient,No Deposit,0,0,0.24947390430950375
272,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Contract,No Deposit,0,1,0.4845905283606062
0,1,81.0,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.39051150709480964
72,2,65.0,1.0,0,City Hotel,December,Groups,TA/TO,Transient,Non Refund,0,1,0.9928581274106468
214,7,90.95,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.5361716916819417
5,4,98.32,1.0,0,City Hotel,May,Corporate,Corporate,Transient,No Deposit,0,0,0.18820991839628634
0,3,99.0,2.0,0,Resort Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.14610445399201621
16,1,84.0,2.0,0,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.3652470209679604
11,3,68.0,2.0,0,Resort Hotel,December,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2005940325270809
23,1,91.0,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.2981329165338519
172,7,55.8,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.44757162181865606
107,2,135.27,2.0,0,City Hotel,August,Direct,Direct,Transient-Party,No Deposit,0,1,0.17239343559428613
321,2,62.8,2.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,1,1,0.44521378458140737
24,7,75.0,1.0,0,City Hotel,February,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.26880736038625347
123,2,99.0,2.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.5350855376416289
75,2,80.75,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.18505767038900084
256,4,96.25,2.0,1,City Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.4108453401484508
9,2,67.5,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.402773216106258
228,4,125.1,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5165469143250665
3,2,114.0,1.0,0,Resort Hotel,July,Corporate,Corporate,Transient,No Deposit,1,1,0.1394583359542353
1,1,110.0,1.0,0,Resort Hotel,April,Direct,Direct,Transient,No Deposit,0,0,0.1260801152605232
37,5,78.5,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.3451658540263705
12,1,177.0,3.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.30567336798315353
29,4,162.01,3.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5251682291327441
318,3,80.75,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.4197225398714919
3,7,36.4,1.0,0,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.3693205948381394
82,3,89.1,2.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.213045876572784
228,4,107.1,2.0,2,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.32589067632742835
14,6,137.67,2.0,0,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.42613488193753524
1,1,179.0,2.0,2,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.12832747493518237
50,1,8.0,2.0,0,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.35644876442057005
62,7,126.71,2.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,1,0.21533452649276164
254,7,96.3,2.0,1,Resort Hotel,July,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.16425465476755222
74,3,112.5,3.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.3699623322607994
212,4,75.23,2.0,0,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.6679946837171864
332,3,109.8,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.7684134383704055
1,2,88.0,4.0,0,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.45023586201693333
16,5,170.0,1.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.23217254540227153
76,3,80.3,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.548580696291587
356,2,62.0,2.0,0,City Hotel,October,Groups,TA/TO,Contract,Non Refund,0,1,0.9969954581527686
8,2,55.44,2.0,1,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.2309765731195064
296,12,48.75,2.0,1,Resort Hotel,September,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.1930813344312281
18,4,116.79,4.0,2,City Hotel,January,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.061802511276803467
41,14,66.0,2.0,0,Resort Hotel,March,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.2034450879513847
40,3,55.0,1.0,0,Resort Hotel,January,Groups,Direct,Transient-Party,No Deposit,0,1,0.08553230792899914
32,3,35.0,1.0,0,Resort Hotel,March,Corporate,Corporate,Transient,No Deposit,1,0,0.122703135010364
296,14,98.4,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.40508351814416227
83,4,220.5,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.366965205241352
233,2,60.0,2.0,0,City Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.4139052557913061
20,3,58.0,2.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.19490185492496592
221,2,89.1,2.0,2,City Hotel,June,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.09683071958731036
37,4,83.9,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.26730390484044936
0,1,138.0,2.0,0,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.17611780180696213
1,1,201.0,2.0,0,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.161030456083928
143,7,36.05,2.0,0,Resort Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9940963018650865
60,2,107.2,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.30593969666486237
211,4,107.1,1.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.6417997194965297
20,5,139.0,1.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.4664171375934631
1,1,65.0,1.0,0,City Hotel,April,Corporate,Corporate,Transient,No Deposit,1,0,0.1521663269128389
2,1,85.0,2.0,2,Resort Hotel,May,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.02142821815546877
312,4,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.5189234104244761
220,3,73.33,2.0,1,City Hotel,June,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.22968928228427168
296,7,80.1,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.4778476486614258
147,2,75.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient,No Deposit,0,1,0.4413776985407746
24,2,107.1,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.4160825883845335
7,4,125.8,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.19271446070849843
3,2,161.0,2.0,2,Resort Hotel,September,Direct,Direct,Transient,No Deposit,1,0,0.03275679971175743
211,5,90.95,2.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.6708280420093011
134,5,140.0,1.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.3581503486732224
0,1,75.0,1.0,0,City Hotel,October,Groups,TA/TO,Transient,No Deposit,0,0,0.27190841616665945
448,3,112.67,2.0,1,City Hotel,June,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.4848163680951921
55,4,60.0,2.0,1,City Hotel,November,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.10974394796393222
240,14,26.64,1.0,0,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.6558287575855408
316,3,110.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.5248294807676802
42,1,98.0,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.26428081532097714
272,7,244.0,4.0,2,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.5083203414457036
221,4,104.85,2.0,1,Resort Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.1778848529175531
132,6,232.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.4508148999599767
162,3,80.0,1.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9943902781546831
17,4,170.0,1.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.22481005015306307
90,7,93.6,2.0,0,Resort Hotel,July,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.16244655578738776
22,7,73.25,2.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.17048646881834656
29,4,74.8,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.41951061228893477
98,4,70.0,1.0,0,City Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.2793637986514795
414,2,122.4,2.0,1,City Hotel,July,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.45379403111276156
129,3,130.0,2.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.9947048458926507
1,1,65.0,1.0,1,City Hotel,June,Corporate,Corporate,Transient,No Deposit,1,0,0.07081696868338003
27,2,82.0,2.0,0,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.38666600663971296
77,4,112.5,2.0,0,City Hotel,June,Direct,Direct,Transient,No Deposit,0,0,0.22720309993843554
220,2,143.1,3.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.5029545946917814
116,1,105.3,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.3510751288184495
3,1,50.0,1.0,2,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.07912460226874118
35,2,73.1,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.40261477385150984
127,3,96.3,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.3666353245242486
2,1,35.0,1.0,2,Resort Hotel,November,Corporate,Corporate,Transient,No Deposit,0,0,0.032633183185669934
152,7,121.6,3.0,1,Resort Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.1735013888347731
377,2,62.0,2.0,0,City Hotel,October,Groups,TA/TO,Contract,Non Refund,0,1,0.9972700451247245
81,3,149.4,2.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.34016529871884904
21,1,164.0,2.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.270792096794744
89,3,125.67,1.0,1,Resort Hotel,April,Direct,Direct,Transient,No Deposit,0,1,0.10497546822410625
4,3,80.0,2.0,0,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.331756888282266
235,5,64.0,2.0,0,Resort Hotel,June,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.3022278475321236
457,2,65.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9986923344790205
114,4,97.02,2.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.5465515750413766
25,2,160.0,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.3133713546817152
12,2,136.25,3.0,1,City Hotel,February,Direct,Direct,Transient,No Deposit,0,0,0.12783176668937818
115,5,107.64,2.0,3,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.1364279935902088
64,1,149.4,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.47791178844361526
34,1,94.5,1.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.23661464918977487
169,7,96.0,2.0,0,Resort Hotel,July,Offline TA/TO,TA/TO,Contract,No Deposit,0,1,0.21889693356148812
102,1,108.0,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.35436602040217
318,2,74.25,2.0,2,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.3205069377653851
91,2,107.0,2.0,2,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.16095369573381146
175,2,130.0,2.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.19799949836619302
110,5,158.95,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.6208481089693113
1,1,97.0,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.21807384710770245
160,1,89.1,3.0,2,City Hotel,July,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.08273029650487995
51,4,75.0,2.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.17803734289205306
418,3,107.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.41331923469836057
97,3,85.5,2.0,0,City Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.39863698643329504
96,11,51.27,1.0,0,Resort Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.24704973745906977
137,2,126.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5754412299778797
93,4,119.25,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.5441951220843646
3,1,37.31,1.0,1,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.17175605490487353
5,2,215.0,2.0,1,Resort Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.09622097117218806
12,2,79.0,1.0,0,City Hotel,November,Corporate,Corporate,Transient,No Deposit,1,0,0.17437021944276945
25,5,109.4,2.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.3156661692465784
21,1,123.2,1.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.26631491084029013
175,4,87.32,2.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.4126797176811417
116,7,95.93,3.0,1,Resort Hotel,May,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.08519407215886528
186,2,130.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9958357011193889
32,4,96.3,2.0,2,City Hotel,October,Online TA,TA/TO,Contract,No Deposit,0,1,0.12779446007284992
41,1,126.0,1.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.44874102997680093
135,2,90.0,2.0,0,City Hotel,April,Groups,TA/TO,Transient,Non Refund,0,1,0.9946274897416687
86,4,73.95,2.0,1,City Hotel,March,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.2033562679467553
79,3,96.3,2.0,3,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.10491116357475756
290,4,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.4937596991981987
299,2,62.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,Non Refund,0,1,0.9951990320042999
9,2,153.0,2.0,1,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.21890185154880082
102,7,41.93,2.0,0,Resort Hotel,March,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.1862080254247639
74,3,114.3,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.48526398386098424
320,7,74.25,2.0,1,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.5582543946911172
149,7,91.56,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.6007392395452087
45,4,139.5,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.34591211550926804
74,5,78.0,2.0,2,City Hotel,January,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.07975151617829938
1,3,78.5,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.4122631191576495
276,3,93.64,4.0,2,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.41038382812245605
188,2,130.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9892749737990907
86,3,236.0,2.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.3814958654277697
31,5,130.0,1.0,0,City Hotel,May,Groups,Corporate,Transient-Party,No Deposit,0,0,0.1749601238441054
64,2,106.5,2.0,0,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.40113750398313275
109,6,73.74,1.0,1,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.36811728628712737
250,4,95.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9923098986735103
38,4,106.0,1.0,1,City Hotel,April,Corporate,Corporate,Transient,No Deposit,0,0,0.12459373563739372
8,2,88.0,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.46457576181405846
38,4,120.6,2.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.43163598715212703
